ID,Name,Host ID,Host Name,Host Since,Host Location,Host Response Time,Host Response Rate,Host Acceptance Rate,Host Is Superhost,Host Listings Count,Host Has Profile Pic,Host Identity Verified,City,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Number Of Reviews,First Review,Last Review,Instant Bookable,Cancellation Policy,Reviews Per Month,City Bins,superhost_Yes,verified_Yes,property_Apartment,property_Bed & Breakfast,property_Boat,property_Condominium,property_House,property_Loft,property_Townhouse,property_Villa,room_Entire home/apt,room_Private room,room_Shared room,bed_Airbed,bed_Couch,bed_Futon,bed_Pull-out Sofa,bed_Real Bed,instabook_Yes,cancel_flexible,cancel_moderate,cancel_strict,cancel_super_strict_30,citybins_Boston,citybins_Brookline,citybins_Cambridge,citybins_Charlestown,citybins_Jamaica Plain,citybins_Other,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Guests Not Included,Guests per Bed,Accommodates per Bathroom
8238404,A1. Office/Business Suite,28820575,S.P.,3/4/2018,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,18,Yes,Yes,Boston,House,Private room,2,2.0,1.0,1.0,Real Bed,99.0,0.0,0.0,1,0,1,79,9/14/2018,9/4/2019,Yes,strict,6.6,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,8.9875,8.875,8.875,8.875,8.5,8.875,8.875,1,1.0,1.0
8097903,2BR -The Victor-North End,25188,Seamless,7/9/2012,US,within a few hours,0.89,0.45,No,558,Yes,Yes,Boston,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,329.0,0.0,200.0,1,0,4,1,9/27/2018,9/27/2018,No,super_strict_30,0.09,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,7.75,5.5,10.0,7.75,9.999999999999998,10.0,7.75,3,0.5,2.0
12890156,Spacious Southend Back Bay Apt,38438502,Daniel,7/13/2018,"Charleston, South Carolina, United States",within a day,0.68,0.73,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,149.0,0.0,20.0,3,20,1,13,5/24/2019,8/30/2019,No,strict,3.64,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.1,10.0,7.75,10.0,9.999999999999998,10.0,8.875,1,3.0,4.0
9723217,"BU, Harvard, MIT, Private room",35423230,Den,6/8/2018,"Boston, Massachusetts, United States",within an hour,1.0,0.33,No,6,Yes,No,Boston,House,Private room,1,1.5,1.0,1.0,Real Bed,45.0,0.0,50.0,1,0,1,1,4/15/2019,4/15/2019,No,strict,0.21,Boston,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,7.75,0,1.0,0.6666666666666666
3903324,Lux 1BR by Fenway w/WiFi,9419684,Mike,10/13/2016,"New York, New York, United States",within a few hours,0.96,0.68,No,313,Yes,Yes,Boston,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,219.0,0.0,100.0,1,0,3,6,9/3/2017,6/25/2019,No,moderate,0.24,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.6625,8.875,10.0,8.875,8.5,8.875,7.75,2,0.5,3.0
6763409,"Columbus Avenue By Maverick, Five",22348222,Alicia,10/8/2017,"Middlesex County, Massachusetts, United States",within a few hours,1.0,0.91,No,52,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150.0,0.0,225.0,1,0,7,3,10/10/2018,6/6/2019,No,strict,0.27,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6.2875000000000005,7.75,6.625,8.875,5.499999999999999,8.875,6.625,1,1.0,2.0
6793913,Luxury 2BR in Boston & Fenway Area,30283594,Kara,3/29/2018,US,within a few hours,0.98,0.55,No,749,Yes,Yes,Boston,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,319.0,0.0,100.0,1,0,3,2,6/26/2018,12/20/2018,No,strict,0.14,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6.625,5.5,7.75,8.875,8.5,8.875,7.75,4,0.5,2.5
8166076,BOSTON 2BED LOGAN AIRPORT 1st Floor,9073339,Elisangela,9/25/2016,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,2,Yes,Yes,East Boston,Apartment,Entire home/apt,9,1.0,2.0,5.0,Real Bed,250.0,0.0,100.0,1,0,1,45,10/11/2018,8/28/2019,Yes,strict,4.07,Other,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,9.4375,8.875,8.875,10.0,9.999999999999998,8.875,8.875,8,0.2,9.0
10997047,"Historic 1 BDRM, 20 Steps From Old North",57064175,Sonia,1/31/2019,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,152.0,150.0,125.0,2,15,3,19,4/5/2019,8/15/2019,Yes,moderate,3.65,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,8.9875,8.875,8.875,10.0,9.999999999999998,10.0,8.875,2,1.0,4.0
13345701,"Allston, Close to Harvard Business Schoo",19548932,Joe,8/5/2017,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,8,Yes,Yes,Boston,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,80.0,100.0,35.0,1,0,1,17,6/5/2019,8/25/2019,Yes,flexible,5.37,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,8.65,10.0,10.0,10.0,8.5,8.875,8.875,1,1.0,1.0
5702292,Elegant Space in JP!,19280995,Kaitlin,7/31/2017,"Boston, Massachusetts, United States",within a few hours,0.73,1.0,No,4,Yes,Yes,Boston,House,Private room,2,1.0,1.0,1.0,Real Bed,81.0,200.0,75.0,1,25,1,13,10/31/2018,8/22/2019,Yes,strict,1.25,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,8.9875,8.875,7.75,8.875,8.5,10.0,8.875,1,1.0,2.0
11275661,Lux 1BR in Seaport Square w/wifi,9419684,Mike,10/13/2016,"New York, New York, United States",within a few hours,0.96,0.68,No,313,Yes,Yes,Boston,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,285.0,0.0,100.0,1,0,3,4,3/1/2019,7/28/2019,No,moderate,0.63,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.75,8.875,7.75,6.625,5.499999999999999,8.875,8.875,2,0.5,3.0
13696794,Specious room in Allston,14003826,Mina,4/6/2017,US,a few days or more,0.33,1.0,No,1,Yes,No,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,77.0,0.0,20.0,1,20,2,2,8/2/2019,8/7/2019,No,flexible,1.62,Boston,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.875,8.875,8.875,10.0,7.0,7.75,8.875,1,1.0,2.0
13266176,Private Room with Queen Bed,43544288,Susan,9/5/2018,"Boston, Massachusetts, United States",within an hour,1.0,0.99,Yes,5,Yes,No,Boston,House,Private room,2,2.5,1.0,1.0,Real Bed,55.0,0.0,20.0,1,20,1,11,7/1/2019,9/1/2019,No,flexible,4.78,Boston,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.2125,8.875,8.875,10.0,9.999999999999998,8.875,8.875,1,1.0,0.8
8815257,Cool Boston Crib. Awesome Building,6103953,Josh,4/25/2016,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,4,Yes,Yes,Boston,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,177.0,300.0,99.0,1,0,2,27,12/19/2018,8/1/2019,Yes,moderate,3.08,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,9.2125,8.875,8.875,8.875,8.5,8.875,8.875,5,0.3333333333333333,3.0
4565470,Lux 2BR by Fenway w/WiFi,9419684,Mike,10/13/2016,"New York, New York, United States",within a few hours,0.96,0.68,No,313,Yes,Yes,Boston,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,279.0,0.0,100.0,1,0,3,3,1/3/2018,9/11/2018,No,moderate,0.15,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.2125,8.875,8.875,10.0,9.999999999999998,10.0,8.875,4,0.3333333333333333,2.5
2022303,LOCATION! Modern 2BD 2 BA w/Parking,10393465,Gary,12/1/2016,"Boston, Massachusetts, United States",within an hour,1.0,0.76,No,4,Yes,Yes,Boston,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,250.0,500.0,100.0,4,50,1,84,1/13/2017,8/20/2019,No,moderate,2.6,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.4375,10.0,10.0,10.0,9.999999999999998,10.0,10.0,0,2.0,2.0
1964878,Lux 2BR in Post-War building,9419684,Mike,10/13/2016,"New York, New York, United States",within a few hours,0.96,0.68,No,313,Yes,Yes,Boston,Apartment,Entire home/apt,5,1.5,2.0,3.0,Real Bed,363.0,0.0,100.0,1,0,3,12,3/12/2017,11/22/2018,No,moderate,0.4,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.1,8.875,8.875,8.875,8.5,10.0,8.875,4,0.3333333333333333,3.333333333333333
2672058,"Modern loft, walk to subway",13565868,Christie,3/25/2017,"Boston, Massachusetts, United States",within an hour,1.0,0.9,No,1,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,85.0,100.0,0.0,1,25,2,10,4/20/2017,6/29/2019,No,strict,0.34,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.2,8.875,7.75,7.75,8.5,10.0,8.875,1,1.0,2.0
3890373,BEACON HILL FABULOUS ONE BEDROOM,19357187,Paul,8/1/2017,"Boston, Massachusetts, United States",within an hour,1.0,1.0,Yes,1,Yes,Yes,Boston,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,225.0,150.0,50.0,1,0,2,83,9/9/2017,8/31/2019,Yes,strict,3.42,Boston,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,9.775,10.0,10.0,10.0,9.999999999999998,10.0,10.0,3,0.5,4.0
5166870,2 Bdrm Apt w/ tower in JP Victorian,1487352,Matt And Eva,12/8/2014,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,180.0,95.0,80.0,2,20,2,32,2/8/2018,8/27/2019,No,moderate,1.66,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.325,10.0,10.0,10.0,9.999999999999998,8.875,10.0,2,1.0,4.0
619142,Getaway in Historic Charlestown,501427,Joe,4/10/2014,"Boston, Massachusetts, United States",within an hour,1.0,0.91,No,2,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,175.0,0.0,0.0,0,0,3,105,8/8/2015,8/27/2019,No,strict,2.11,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.4375,8.875,8.875,10.0,9.999999999999998,10.0,8.875,2,0.0,2.0
1776190,Beautiful 2BRs in Back Bay Near The Pru,25188,Seamless,7/9/2012,US,within a few hours,0.89,0.45,No,558,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,349.0,0.0,150.0,1,0,4,1,4/13/2017,4/13/2017,No,super_strict_30,0.03,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,8.0875,7.75,7.75,7.75,7.0,10.0,7.75,1,1.0,2.0
3888360,3BR/1.5BA + Prvt Patio - Boston,20113039,Yilkal,8/15/2017,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,2,Yes,Yes,Boston,Apartment,Entire home/apt,10,1.5,3.0,4.0,Real Bed,269.0,500.0,199.0,8,0,1,24,3/6/2019,8/29/2019,Yes,moderate,3.87,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,8.875,10.0,8.875,10.0,9.999999999999998,7.75,8.875,2,2.0,6.666666666666668
7053454,Basement apartment in Charlestown,36992931,Ryan,6/27/2018,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,1,Yes,Yes,Boston,House,Private room,2,1.0,1.0,1.0,Futon,200.0,0.0,0.0,1,0,1,8,7/12/2018,7/29/2019,No,flexible,0.57,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,9.4375,10.0,8.875,10.0,9.999999999999998,10.0,10.0,1,1.0,2.0
1301500,Stay in Boston's best neighborhood!,3578624,Karen,9/15/2015,"Boston, Massachusetts, United States",within a few hours,1.0,1.0,Yes,1,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Futon,69.0,0.0,30.0,1,15,3,13,10/11/2018,8/15/2019,No,strict,1.17,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,1,1.0,2.0
5870922,Sunset Room near Harvard Square (BR 2),26956083,Todd,1/29/2018,"Boston, Massachusetts, United States",within an hour,0.99,0.93,No,24,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,91.0,0.0,25.0,1,20,2,46,4/18/2018,8/30/2019,No,strict,2.72,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,8.875,8.875,1,1.0,2.0
11760822,Bright and cozy newly renovated 1BR,50437930,Misha,12/2/2018,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,140.0,500.0,50.0,2,50,2,19,4/18/2019,9/1/2019,Yes,moderate,3.99,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,9.4375,10.0,10.0,10.0,9.999999999999998,8.875,8.875,2,1.0,4.0
2684840,"Updated, spacious living in Rozzie",13743098,Megan,3/30/2017,"Boston, Massachusetts, United States",within a few hours,1.0,1.0,No,2,Yes,No,Boston,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,93.0,0.0,40.0,1,0,1,1,7/23/2019,7/23/2019,Yes,flexible,0.64,Boston,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,3,0.5,4.0
13478348,Cozy 2BD North End apt,76954514,Rebecca,6/10/2019,"Boston, Massachusetts, United States",within a few hours,1.0,0.68,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,3,1.0,2.0,1.0,Real Bed,182.0,0.0,50.0,2,10,3,10,6/30/2019,8/24/2019,No,strict,4.29,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.775,10.0,10.0,10.0,9.999999999999998,8.875,10.0,1,2.0,3.0
13937181,Guest Room in Cozy Home,82861960,Lelia,7/10/2019,"Boston, Massachusetts, United States",within an hour,1.0,0.83,No,1,Yes,No,Boston,House,Private room,2,2.0,1.0,1.0,Real Bed,45.0,0.0,0.0,1,10,2,5,7/22/2019,9/5/2019,No,flexible,3.13,Boston,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.55,10.0,8.875,10.0,9.999999999999998,8.875,8.875,1,1.0,1.0
11590512,"Bright South End 1BR w/Gym, Pool",12243051,Flatbook,2/13/2017,"Montreal, Quebec, Canada",within a few hours,0.71,0.98,No,363,Yes,Yes,Boston,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,229.0,0.0,95.0,1,10,3,5,4/5/2019,8/14/2019,Yes,strict,0.96,Boston,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,9.1,10.0,10.0,8.875,9.999999999999998,7.75,8.875,1,1.0,2.0
9922595,Dowtown Boston 1BR Apt.-Opera House,30283594,Kara,3/29/2018,US,within a few hours,0.98,0.55,No,749,Yes,Yes,Boston,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,169.0,0.0,100.0,1,0,3,1,8/10/2019,8/10/2019,No,strict,1.0,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,2,1.0,3.0
13713445,Verona's Victorian Charm (# 6) M314 SPEC,32532791,Marie,5/2/2018,"Boston, Massachusetts, United States",within an hour,1.0,0.91,No,37,Yes,No,Boston,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,170.0,0.0,25.0,1,0,3,1,7/27/2019,7/27/2019,No,strict,0.7,Boston,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,7.75,1,1.0,2.0
7894645,Cozy room close to BU/Harvard,30489899,Helena,4/1/2018,"Boston, Massachusetts, United States",within an hour,1.0,0.67,No,14,Yes,Yes,Boston,House,Private room,1,1.5,1.0,1.0,Real Bed,39.0,700.0,50.0,1,0,2,6,8/22/2018,7/21/2019,No,strict,0.47,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.537500000000001,8.875,8.875,8.875,9.999999999999998,7.75,8.875,0,1.0,0.6666666666666666
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,5/20/2016,"Boston, Massachusetts, United States",within an hour,1.0,0.91,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,238.0,200.0,79.0,1,0,2,66,7/31/2017,8/22/2019,No,strict,2.57,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,10.0,10.0,1,1.0,2.0
14296152,Comfortable room near Subway 14-3b,38092410,Ketai,7/9/2018,US,within a few hours,0.96,0.99,No,14,Yes,No,Boston,House,Private room,1,1.0,1.0,1.0,Real Bed,55.0,200.0,25.0,1,10,1,1,8/28/2019,8/28/2019,No,strict,1.0,Boston,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7.75,7.75,3.25,10.0,9.999999999999998,10.0,10.0,0,1.0,1.0
8238311,C1. 2 XL Twins,28820575,S.P.,3/4/2018,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,18,Yes,Yes,Boston,House,Private room,2,2.0,1.0,2.0,Real Bed,99.0,0.0,0.0,1,0,1,80,9/15/2018,9/5/2019,Yes,strict,6.7,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,8.65,8.875,8.875,8.875,8.5,7.75,8.875,1,0.5,1.0
2881388,3BR / 2BA + Prvt Deck in Back Bay,9410008,Jason,10/12/2016,"Boston, Massachusetts, United States",within an hour,1.0,0.99,Yes,15,Yes,Yes,Boston,Apartment,Entire home/apt,7,2.0,3.0,3.0,Real Bed,695.0,600.0,150.0,4,25,3,95,6/7/2017,8/21/2019,Yes,strict,3.46,Boston,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,10.0,8.875,3,1.3333333333333333,3.5
8751275,Comfortable Queen Size Bed Room,5235073,Yu-Chen,2/26/2016,"Boston, Massachusetts, United States",within an hour,1.0,0.99,No,3,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,59.0,100.0,20.0,2,0,1,64,10/7/2018,9/5/2019,No,strict,5.71,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.65,8.875,8.875,10.0,8.5,8.875,8.875,0,2.0,2.0
12441,3 Bedroom-Back Bay-Penthouse,25188,Seamless,7/9/2012,US,within a few hours,0.89,0.45,No,558,Yes,Yes,Boston,Apartment,Entire home/apt,6,3.0,3.0,3.0,Real Bed,399.0,0.0,0.0,1,0,3,29,5/16/2013,8/18/2019,No,super_strict_30,0.38,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,8.425,7.75,8.875,8.875,8.5,10.0,7.75,5,0.3333333333333333,2.0
13397201,"Great location, cozy, comfortable",76224461,JuJu,6/6/2019,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,1,Yes,No,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,175.0,100.0,30.0,1,0,2,2,8/9/2019,8/18/2019,Yes,flexible,2.0,Boston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,1,1.0,2.0
11082235,Back Bay Newbury St. Designer Apt.,57533988,Christal,2/4/2019,"Boston, Massachusetts, United States",within an hour,1.0,1.0,Yes,1,Yes,Yes,Boston,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,299.0,4000.0,0.0,1,0,4,17,3/9/2019,8/10/2019,Yes,moderate,2.79,Boston,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,9.8875,10.0,10.0,10.0,9.999999999999998,10.0,10.0,2,0.5,3.0
13450880,Private bedroom in Lux 2-bed Apart,64969164,Patrick,3/29/2019,"Boston, Massachusetts, United States",within an hour,1.0,0.97,No,4,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,149.0,0.0,50.0,1,0,1,5,7/13/2019,8/26/2019,No,strict,2.63,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,1,0.5,2.0
3250739,"Umass,City,MGH,Longwood(BI,BWH)(D)",16442921,Orchid,6/4/2017,"Boston, Massachusetts, United States",within a few hours,0.79,1.0,No,18,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,100.0,49.0,1,0,4,16,7/1/2017,7/2/2019,No,strict,0.6,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6.625,7.75,5.5,8.875,8.5,8.875,7.75,1,1.0,2.0
3371091,Treetop Room in Sunny Pondside Home,1922657,Catherine,3/14/2015,"Boston, Massachusetts, United States",within a few hours,1.0,1.0,Yes,2,Yes,Yes,Boston,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,125.0,300.0,50.0,1,50,1,13,7/14/2017,4/18/2019,No,strict,0.5,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.4375,10.0,10.0,10.0,9.999999999999998,10.0,8.875,3,1.0,4.0
9292118,Beautiful 2BD / 1 BA - 1st Floor,2935501,John,7/14/2015,"San Francisco, California, United States",within an hour,1.0,1.0,No,2,Yes,No,West Roxbury,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,125.0,0.0,100.0,1,0,2,22,11/24/2018,8/17/2019,Yes,strict,2.29,Other,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,9.55,10.0,10.0,10.0,9.999999999999998,10.0,8.875,3,0.5,4.0
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,2/28/2014,"Boston, Massachusetts, United States",within a few hours,0.8,0.67,No,2,Yes,No,Boston,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,160.0,0.0,0.0,1,0,2,21,9/18/2014,7/4/2019,No,strict,0.35,Boston,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.0875,8.875,7.75,7.75,8.5,8.875,7.75,1,1.0,2.0
14221294,Amazing Fenway Park Getaway,86400771,Elizabeth,7/27/2019,US,within an hour,0.97,1.0,No,1,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,0.0,1,0,1,5,8/14/2019,8/23/2019,Yes,flexible,5.0,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,10.0,10.0,8.875,10.0,9.999999999999998,10.0,8.875,1,1.0,2.0
1472520,Andrea's Private Bath T Downtown,6608084,CarneyFamily,5/26/2016,"Boston, Massachusetts, United States",within an hour,1.0,1.0,Yes,7,Yes,Yes,Boston,House,Private room,3,1.0,1.0,2.0,Real Bed,83.0,100.0,28.0,1,17,1,231,8/21/2016,9/4/2019,Yes,flexible,6.23,Boston,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,8.875,10.0,2,0.5,3.0
13592046,Cozy and Modern Bedroom #3: Subway/BU/BC,49741901,Hang,11/22/2018,"Boston, Massachusetts, United States",within an hour,1.0,0.98,No,3,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,80.0,0.0,25.0,1,10,1,9,7/13/2019,9/6/2019,Yes,strict,4.74,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,8.9875,8.875,8.875,10.0,9.999999999999998,8.875,8.875,1,1.0,2.0
