ID,Name,Host ID,Host Name,Host Since,Host Location,Host Response Time,Host Response Rate,Host Acceptance Rate,Host Is Superhost,Host Listings Count,Host Has Profile Pic,Host Identity Verified,City,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Number Of Reviews,First Review,Last Review,Instant Bookable,Cancellation Policy,Reviews Per Month,City Bins,superhost_Yes,verified_Yes,property_Apartment,property_Bed & Breakfast,property_Boat,property_Condominium,property_House,property_Loft,property_Townhouse,property_Villa,room_Entire home/apt,room_Private room,room_Shared room,bed_Airbed,bed_Couch,bed_Futon,bed_Pull-out Sofa,bed_Real Bed,instabook_Yes,cancel_flexible,cancel_moderate,cancel_strict,cancel_super_strict_30,citybins_Boston,citybins_Brookline,citybins_Cambridge,citybins_Charlestown,citybins_Jamaica Plain,citybins_Other,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Guests Not Included,Guests per Bed,Accommodates per Bathroom
3792147,"Ocean View Penthouse Condo - Cool, Cozy ",6989109,Kristine,6/17/2016,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,1,Yes,Yes,South Boston,Condominium,Shared room,1,1.0,1.0,1.0,Pull-out Sofa,89.0,179.0,29.0,1,0,1,48,9/19/2017,8/31/2019,Yes,strict,2.0,Boston,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,8.9875,8.875,10.0,10.0,9.999999999999998,8.875,8.875,0,1.0,1.0
14714374,Large Private Room in Heart of Back Bay ,91548283,Anthony,8/23/2019,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,2,Yes,No,Boston,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,130.0,199.0,42.0,1,0,3,3,8/26/2019,9/1/2019,Yes,strict,3.0,Boston,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,10.0,8.875,10.0,10.0,9.999999999999998,10.0,10.0,1,1.0,2.0
13605196,"Spacious Apartment Next to Beach, Restau",26734256,Mike,1/25/2018,"Boston, Massachusetts, United States",within a day,0.5,1.0,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,145.0,0.0,30.0,1,0,1,6,6/28/2019,8/2/2019,No,flexible,2.5,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.0,8.875,10.0,10.0,9.999999999999998,10.0,10.0,2,1.0,3.0
10033715,New Luxury 2BR Apartment at Fenway,30283594,Kara,3/29/2018,US,within a few hours,0.98,0.55,No,749,Yes,Yes,Boston,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,199.0,0.0,100.0,1,0,3,1,5/28/2019,5/28/2019,No,strict,0.29,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,4,0.5,2.5
13024208,Fourth Floor 1BR Near Harvard,12243051,Flatbook,2/13/2017,"Montreal, Quebec, Canada",within a few hours,0.71,0.98,No,363,Yes,Yes,Boston,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,179.0,400.0,95.0,1,10,3,1,6/24/2019,6/24/2019,Yes,strict,0.39,Boston,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,7.75,7.0,10.0,10.0,1,1.0,2.0
3079305,Modern and charming condo in JP.,15637560,Adam,5/16/2017,"Boston, Massachusetts, United States",within a few hours,1.0,0.86,Yes,1,Yes,Yes,Boston,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,0.0,75.0,1,0,2,29,9/28/2017,8/10/2019,No,moderate,1.23,Boston,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.775,10.0,10.0,10.0,9.999999999999998,8.875,10.0,3,0.5,4.0
13239143,Small Room Renovated House Walk/Bus to R,18517776,Huggy,7/20/2017,"Boston, Massachusetts, United States",within a day,0.93,0.57,No,17,Yes,Yes,Boston,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,35.0,300.0,50.0,1,0,30,2,6/10/2019,6/15/2019,No,strict,0.67,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,0,1.0,1.0
10705351,Spacious Downtown Boston Loft,55316424,Emma + Janine,1/18/2019,"Boston, Massachusetts, United States",within a day,1.0,0.92,No,1,Yes,No,Boston,Apartment,Private room,5,1.0,1.0,2.0,Real Bed,125.0,100.0,30.0,1,50,1,15,6/28/2019,9/1/2019,No,moderate,6.25,Boston,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,4,0.5,5.0
232990,Comfort in Historic Melville Park 3,847253,Susan,7/20/2014,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,3,Yes,Yes,Boston,House,Private room,3,1.5,1.0,1.0,Real Bed,79.0,100.0,40.0,1,20,2,55,8/25/2014,6/20/2019,Yes,strict,0.9,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,9.2125,8.875,10.0,10.0,9.999999999999998,8.875,8.875,2,1.0,2.0
10434883,Cedars on Beacon Hill Studio Suite,48494513,Inn Boston,11/7/2018,"Boston, Massachusetts, United States",within a few hours,0.91,0.94,No,11,Yes,No,Boston,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,209.0,0.0,0.0,1,0,2,18,1/27/2019,8/19/2019,No,strict,2.41,Boston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.2125,10.0,10.0,10.0,9.999999999999998,10.0,8.875,1,1.0,2.0
7033732,Quaint studio in East Boston,5256414,Hayley,2/27/2016,"Boston, Massachusetts, United States",within an hour,1.0,0.93,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,110.0,0.0,25.0,1,0,1,60,7/4/2018,8/31/2019,No,moderate,4.18,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.4375,10.0,8.875,10.0,9.999999999999998,8.875,8.875,2,0.5,3.0
5048406,3rd floor room in Victorian House,26062958,Yvonne,1/12/2018,"Boston, Massachusetts, United States",within a few hours,1.0,0.5,Yes,2,Yes,Yes,Boston,House,Private room,2,2.0,1.0,1.0,Real Bed,78.0,0.0,30.0,1,25,2,23,2/9/2018,6/9/2019,No,strict,1.2,Boston,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,7.75,10.0,1,1.0,1.0
3987926,Rustic Room/Free Transit/By Subway,1480518,Lisa,12/6/2014,"Boston, Massachusetts, United States",within an hour,1.0,1.0,Yes,4,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,0.0,2,25,1,169,9/7/2017,8/14/2019,Yes,flexible,6.94,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,9.775,10.0,8.875,10.0,9.999999999999998,8.875,10.0,0,2.0,2.0
9993602,Lux 1BR Back Bay Apt,30283594,Kara,3/29/2018,US,within a few hours,0.98,0.55,No,749,Yes,Yes,Boston,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,219.0,0.0,100.0,1,0,3,1,4/5/2019,4/5/2019,No,strict,0.19,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7.75,7.75,7.75,7.75,9.999999999999998,10.0,5.5,2,1.0,3.0
6709682,Private room in Boston,212445,Emma,8/24/2013,"Cambridge, Massachusetts, United States",within an hour,1.0,0.98,No,6,Yes,Yes,Roxbury Crossing,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,300.0,50.0,1,15,3,25,6/14/2018,8/16/2019,No,moderate,1.66,Other,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.425,8.875,8.875,8.875,8.5,7.75,8.875,1,1.0,2.0
1445064,Sunny Quaint Bedroom in Condo,4724006,Rosalia,1/16/2016,"Boston, Massachusetts, United States",within a few hours,1.0,1.0,Yes,1,Yes,Yes,Boston,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,49.0,0.0,120.0,1,0,32,73,9/4/2016,4/25/2019,No,moderate,1.99,Boston,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.4375,10.0,10.0,8.875,9.999999999999998,8.875,8.875,0,1.0,1.0
13751426,"Large, sunny, quiet private room near tr",62697851,Eli,3/12/2019,"Boston, Massachusetts, United States",within a few hours,1.0,0.83,No,1,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Futon,70.0,95.0,0.0,2,30,2,5,8/5/2019,9/5/2019,No,flexible,4.41,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,10.0,10.0,0,2.0,2.0
6780313,lovely sunny room in Boston,212445,Emma,8/24/2013,"Cambridge, Massachusetts, United States",within an hour,1.0,0.98,No,6,Yes,Yes,Roxbury Crossing,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,300.0,50.0,1,25,1,18,6/26/2018,8/19/2019,No,moderate,1.23,Other,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.0875,8.875,7.75,8.875,8.5,6.625,7.75,1,1.0,2.0
6364042,Bright room with queen sized bed,987917,Helder,8/17/2014,"Boston, Massachusetts, United States",within a day,1.0,0.56,No,3,Yes,Yes,Boston,House,Private room,2,2.5,1.0,1.0,Real Bed,65.0,100.0,15.0,1,0,1,17,8/18/2018,12/29/2018,No,flexible,1.32,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.1,8.875,8.875,8.875,9.999999999999998,8.875,8.875,1,1.0,0.8
7965521,South End 1 Bedroom PERFECTION!,22110106,Chris,10/3/2017,"Boston, Massachusetts, United States",within an hour,1.0,0.96,No,2,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,215.0,300.0,50.0,1,0,1,16,10/2/2018,8/6/2019,No,moderate,1.41,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.8875,10.0,10.0,10.0,9.999999999999998,10.0,8.875,1,1.0,2.0
13642405,Comfy Couch for short trips!,56649366,Jazmyne,1/28/2019,"Schaumburg, Illinois, United States",within an hour,1.0,1.0,No,1,Yes,No,Boston,Apartment,Shared room,1,1.0,1.0,1.0,Couch,30.0,0.0,8.0,1,0,1,8,7/31/2019,8/22/2019,Yes,flexible,6.15,Boston,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6.9625,8.875,7.75,8.875,8.5,7.75,7.75,0,1.0,1.0
13059,White Elephant Inn - Downtown!,50866,SleepAfloat,11/1/2012,"Boston, Massachusetts, United States",within an hour,1.0,0.19,No,16,Yes,Yes,Boston,Boat,Entire home/apt,10,2.0,3.0,6.0,Real Bed,375.0,0.0,197.0,2,37,2,13,4/15/2014,7/15/2019,No,strict,0.2,Boston,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.325,8.875,10.0,10.0,8.5,10.0,10.0,8,0.3333333333333333,5.0
295285,"Single Bedroom, Quiet Neighborhood",1271326,Tom,10/9/2014,"Boston, Massachusetts, United States",within an hour,1.0,0.57,No,1,Yes,Yes,Boston,House,Private room,4,1.5,1.0,1.0,Real Bed,80.0,0.0,0.0,1,0,1,19,5/20/2016,9/3/2019,No,strict,0.47,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.6625,10.0,8.875,10.0,9.999999999999998,8.875,10.0,3,1.0,2.6666666666666665
9712731,Cozy 1 Bd Artist's Sanctuary,28193547,Jordan,2/21/2018,"Boston, Massachusetts, United States",within a day,1.0,0.5,No,2,Yes,Yes,Boston,Condominium,Entire home/apt,3,1.0,1.0,2.0,Real Bed,125.0,0.0,15.0,2,20,1,2,7/26/2019,9/5/2019,No,strict,1.36,Boston,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,1,1.0,3.0
3302294,Back Bay Quiet Renovated Studio Apt,1369968,Christopher,11/3/2014,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,3,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,245.0,125.0,0.0,2,50,2,133,6/18/2017,8/18/2019,No,strict,4.91,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.0875,7.75,8.875,8.875,8.5,10.0,8.875,0,2.0,2.0
8224214,Welcome2Boston2: Near BC/BU/Harvard,29066313,Andy,3/8/2018,"Boston, Massachusetts, United States",within a few hours,1.0,1.0,No,4,Yes,No,Boston,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,193.0,150.0,95.0,3,25,1,29,9/20/2018,9/6/2019,No,strict,2.46,Boston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.7625,10.0,8.875,10.0,8.5,8.875,8.875,3,1.0,6.0
1115394,A comfy room in the hills of JP,884747,Meg,7/27/2014,"Boston, Massachusetts, United States",within a day,1.0,0.95,No,2,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,91.0,0.0,0.0,2,0,2,179,7/30/2016,8/29/2019,No,moderate,4.73,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,8.875,8.875,0,2.0,2.0
6908525,"Newbury Street By Maverick, Twelve",22348222,Alicia,10/8/2017,"Middlesex County, Massachusetts, United States",within a few hours,1.0,0.91,No,52,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,160.0,0.0,225.0,1,0,7,7,7/12/2018,8/22/2019,No,strict,0.5,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.0875,8.875,8.875,8.875,8.5,10.0,7.75,1,1.0,2.0
7185881,Room Close to public transportation,16052189,Jonathan,5/26/2017,"Boston, Massachusetts, United States",within a few hours,0.78,0.82,No,6,Yes,Yes,Boston,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,45.0,0.0,0.0,1,0,7,2,7/25/2018,11/1/2018,No,flexible,0.15,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,7.75,10.0,0,1.0,1.0
4489490,"Charles St, Studio Apt, Boston #31",20857768,Adam,9/1/2017,"Boston, Massachusetts, United States",within a few hours,1.0,0.67,No,15,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,229.0,0.0,0.0,1,0,4,16,11/10/2017,8/21/2019,No,strict,0.72,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.325,8.875,10.0,8.875,9.999999999999998,10.0,8.875,1,1.0,2.0
9013631,3 bed 1 bath near Downtown & Ocean #3,26704689,Mac,1/24/2018,"Boston, Massachusetts, United States",within an hour,1.0,0.99,Yes,7,Yes,Yes,Boston,Apartment,Entire home/apt,11,1.0,3.0,8.0,Real Bed,250.0,500.0,150.0,3,45,1,16,6/21/2019,8/31/2019,No,strict,6.08,Boston,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,8,0.375,11.0
5889190,"Sunny, Safe, Spacious Room Near T!",4144048,Roger And Sophie,11/13/2015,"Boston, Massachusetts, United States",within an hour,1.0,1.0,Yes,1,Yes,Yes,Allston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,95.0,100.0,15.0,2,30,1,80,5/3/2018,7/10/2019,No,moderate,4.87,Other,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,9.775,10.0,10.0,10.0,9.999999999999998,10.0,10.0,0,2.0,2.0
8371203,Comfy Room (C) On A Scenic Hill,43078666,Edith,8/31/2018,"Boston, Massachusetts, United States",within an hour,0.9,0.8,No,3,Yes,Yes,Boston,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,90.0,0.0,0.0,1,0,1,8,9/28/2018,7/22/2019,No,flexible,0.7,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,0,1.0,1.0
205894,Beautiful Victorian House/Room D,119019,Hermina,5/4/2013,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,11,Yes,Yes,Boston,House,Private room,2,1.5,1.0,1.0,Real Bed,65.0,100.0,10.0,1,15,2,125,9/1/2014,8/12/2019,Yes,strict,2.05,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,8.7625,8.875,8.875,8.875,8.5,7.75,8.875,1,1.0,1.3333333333333333
13830152,Room in a house 3 min to T stop-10 min t,21745230,Jurek,9/23/2017,"Medford, Massachusetts, United States",within an hour,1.0,0.89,Yes,10,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,80.0,0.0,25.0,1,25,1,5,8/16/2019,9/6/2019,No,flexible,5.0,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,8.875,10.0,1,1.0,2.0
13864415,"Comfy room (C) near T, convention center",19008767,Ellen,7/26/2017,"Massachusetts, United States",within an hour,1.0,0.98,No,7,Yes,Yes,Boston,Townhouse,Private room,2,2.0,1.0,1.0,Real Bed,99.0,100.0,25.0,1,20,1,3,7/16/2019,8/29/2019,No,strict,1.67,Boston,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.2125,8.875,7.75,10.0,9.999999999999998,10.0,8.875,1,1.0,1.0
10964552,"Quiet, Clean, and Comfortable",56874023,Erin,1/30/2019,"Boston, Massachusetts, United States",within a few hours,0.61,1.0,No,2,Yes,Yes,Boston,House,Private room,2,2.0,1.0,1.0,Real Bed,45.0,0.0,0.0,1,0,1,51,2/8/2019,8/21/2019,Yes,moderate,7.22,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,10.0,10.0,1,1.0,1.0
6179374,"Located easy to Harvard, BU",30489899,Helena,4/1/2018,"Boston, Massachusetts, United States",within an hour,1.0,0.67,No,14,Yes,Yes,Boston,House,Private room,1,1.5,1.0,1.0,Real Bed,58.0,0.0,50.0,1,0,1,3,9/4/2018,10/18/2018,No,strict,0.24,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6.2875000000000005,7.75,8.875,10.0,9.999999999999998,8.875,7.75,0,1.0,0.6666666666666666
4916260,Right at Fenway Park,4121218,Andree,11/11/2015,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,310.0,500.0,0.0,2,50,2,12,5/18/2018,8/13/2019,No,strict,0.75,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.6625,10.0,10.0,10.0,9.999999999999998,10.0,8.875,0,2.0,2.0
2014882,2 Bedrooms with 1 private bathroom,1521296,Yossi,12/19/2014,"New York, New York, United States",within an hour,1.0,1.0,No,1,Yes,Yes,Brighton,House,Private room,4,1.0,1.0,4.0,Real Bed,70.0,100.0,35.0,2,50,2,104,6/20/2017,8/19/2019,Yes,strict,3.85,Other,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,9.2125,8.875,8.875,10.0,8.5,8.875,8.875,2,0.5,4.0
13590412,Hot Pad for your trip to Beantown,78508229,Chloe,6/18/2019,US,within an hour,1.0,1.0,No,1,No,No,Boston,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,100.0,0.0,0.0,1,25,1,10,7/5/2019,8/16/2019,Yes,strict,4.62,Boston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,9.55,10.0,10.0,8.875,7.0,8.875,10.0,3,0.5,4.0
7910223,"Charming Apartment, Jamaica Plain",30490577,Lori,4/1/2018,"Boston, Massachusetts, United States",within an hour,1.0,1.0,Yes,3,Yes,Yes,Boston,Bed & Breakfast,Entire home/apt,2,1.0,1.0,2.0,Real Bed,150.0,0.0,40.0,2,15,2,71,9/2/2018,9/6/2019,No,strict,5.74,Boston,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,8.875,8.875,0,1.0,2.0
14092792,"Cozy, room located near bus (to train st",84786354,Novlett,7/19/2019,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,2,Yes,Yes,Boston,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,59.0,0.0,0.0,1,0,2,6,7/31/2019,8/24/2019,No,flexible,4.62,Boston,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.6625,10.0,8.875,10.0,9.999999999999998,8.875,10.0,1,1.0,1.3333333333333333
1887581,"2bdrm, Walk to Downtown, Waterfront",970787,Poli,8/13/2014,"Boston, Massachusetts, United States",within a few hours,1.0,0.87,No,2,Yes,Yes,Boston,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,250.0,300.0,100.0,4,25,2,64,11/18/2016,8/30/2019,No,strict,1.88,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.425,8.875,7.75,10.0,8.5,8.875,7.75,2,1.3333333333333333,6.0
9415712,Room w/ Desk Near T Stops/I95/Boston Log,42698490,Monica,8/26/2018,"Boston, Massachusetts, United States",within a few hours,1.0,1.0,No,2,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,92.0,0.0,0.0,1,0,1,1,9/2/2019,9/2/2019,No,moderate,1.0,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.75,10.0,7.75,10.0,9.999999999999998,3.25,10.0,1,1.0,2.0
7805515,The Presidential with Private Bath,26956083,Todd,1/29/2018,"Boston, Massachusetts, United States",within an hour,0.99,0.93,No,24,Yes,Yes,Boston,House,Private room,2,1.0,1.0,1.0,Real Bed,120.0,0.0,25.0,1,20,2,17,8/12/2018,9/3/2019,Yes,strict,1.3,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,9.4375,10.0,10.0,10.0,9.999999999999998,8.875,10.0,1,1.0,2.0
8252058,"Two Bedroom apartment, East Boston",42838239,Nury,8/28/2018,"Boston, Massachusetts, United States",within an hour,1.0,0.96,Yes,1,Yes,Yes,East Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,80.0,0.0,0.0,1,0,1,89,9/9/2018,9/5/2019,No,moderate,7.34,Other,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,9.4375,10.0,10.0,10.0,9.999999999999998,8.875,8.875,1,1.0,2.0
8420956,Spend your vacation on a yacht.,43942636,Terry And CJ,9/10/2018,"Fort Lauderdale, Florida, United States",within an hour,1.0,0.67,Yes,1,Yes,Yes,Boston,Boat,Private room,2,1.0,1.0,1.0,Real Bed,345.0,325.0,0.0,1,0,1,8,9/26/2018,7/2/2019,No,flexible,0.69,Boston,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.0,8.875,10.0,10.0,9.999999999999998,10.0,10.0,1,1.0,2.0
2529318,Family Home is close to everything,12952234,Jack,3/8/2017,"Boston, Massachusetts, United States",within a day,1.0,1.0,No,1,Yes,Yes,Boston,House,Entire home/apt,5,1.5,2.0,3.0,Real Bed,150.0,0.0,0.0,1,0,3,29,6/6/2017,9/6/2019,No,moderate,1.06,Boston,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.4375,10.0,8.875,10.0,9.999999999999998,8.875,10.0,4,0.3333333333333333,3.333333333333333
12384469,"South End, sunny, quiet, 1 bedroom condo",10757098,Kit,12/21/2016,"Marshfield, Massachusetts, United States",within a few hours,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,500.0,50.0,2,50,5,1,8/1/2019,8/1/2019,No,flexible,0.79,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,0,2.0,2.0
7240775,2BR -The Victor-North End,25188,Seamless,7/9/2012,US,within a few hours,0.89,0.45,No,558,Yes,Yes,Boston,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,329.0,0.0,200.0,1,0,4,2,8/17/2018,5/16/2019,No,super_strict_30,0.16,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,10.0,8.875,10.0,10.0,9.999999999999998,10.0,10.0,3,0.5,2.0
5026613,Beautiful private room in Southie,20060949,Jesse,8/14/2017,"Boston, Massachusetts, United States",within an hour,1.0,0.81,Yes,1,Yes,Yes,Boston,House,Private room,2,1.0,1.0,1.0,Real Bed,105.0,0.0,35.0,1,20,1,58,3/4/2018,9/6/2019,No,moderate,3.15,Boston,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,8.875,10.0,1,1.0,2.0
